filename,status,objective,gap,work_units,runtime_seconds,initial_gap,simplex_iters,nodes
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed4508.out,Optimal solution found,1.000000000000e+03,0.0000%,585.80,291.87,33.0%,166513,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_ys__seed9487.out,Optimal solution found,1.000000000000e+03,0.0000%,5.29,5.27,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed8889.out,Optimal solution found,1.000000000000e+03,0.0000%,1037.61,577.53,31.6%,2108781,527
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_linear_x__seed2978.out,Optimal solution found,1.000000000000e+03,0.0000%,134.64,85.01,2.16%,100538,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_y__seed9706.out,Optimal solution found,1.000000000000e+03,0.0000%,8.55,6.81,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_mixed__seed6500.out,Optimal solution found,1.000000000000e+03,0.0000%,17.41,11.40,0.00%,60167,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed4654.out,Optimal solution found,1.000000000000e+03,0.0000%,1212.28,631.68,33.0%,926479,1244
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_xs__seed3812.out,Optimal solution found,1.000000000000e+03,0.0000%,7.54,6.15,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_only_xs__seed2877.out,Optimal solution found,1.000000000000e+03,0.0000%,17.10,11.11,0.00%,92761,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_xs__seed6572.out,Optimal solution found,1.000000000000e+03,0.0000%,7.54,6.17,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_only_x__seed8465.out,Optimal solution found,1.000000000000e+03,0.0000%,833.95,448.22,33.3%,771022,26
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_mixed__seed1489.out,Optimal solution found,1.000000000000e+03,0.0000%,7.97,6.62,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_mixed__seed1483.out,Optimal solution found,1.000000000000e+03,0.0000%,15.54,10.43,0.00%,76422,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_xs__seed7859.out,Optimal solution found,1.000000000000e+03,0.0000%,9.59,6.96,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_xs__seed2921.out,Optimal solution found,1.000000000000e+03,0.0000%,6.56,6.30,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_x__seed9576.out,Optimal solution found,1.000000000000e+03,0.0000%,677.87,338.08,33.3%,168930,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_separate__seed8239.out,Optimal solution found,1.000000000000e+03,0.0000%,7.64,6.16,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_mixed__seed5566.out,Optimal solution found,1.000000000000e+03,0.0000%,6.58,5.98,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_mixed__seed8543.out,Optimal solution found,1.000000000000e+03,0.0000%,7.29,6.09,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_linear_y__seed7199.out,Optimal solution found,1.000000000000e+03,0.0000%,141.90,80.56,1.39%,94759,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_separate__seed5235.out,Optimal solution found,1.000000000000e+03,0.0000%,6.35,5.73,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_only_x__seed7811.out,Optimal solution found,1.000000000000e+03,0.0000%,1269.08,593.54,33.3%,195227,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_only_x__seed5021.out,Optimal solution found,1.000000000000e+03,0.0000%,589.59,291.68,33.3%,176049,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_y__seed5959.out,Optimal solution found,1.000000000000e+03,0.0000%,360.42,171.40,33.2%,15392,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed4533.out,Optimal solution found,1.000000000000e+03,0.0000%,1034.78,574.07,31.2%,1076035,27
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_mixed__seed7884.out,Optimal solution found,1.000000000000e+03,0.0000%,7.64,6.18,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_mixed__seed6094.out,Optimal solution found,1.000000000000e+03,0.0000%,20.43,13.09,0.00%,92757,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_linear_x__seed1086.out,Optimal solution found,1.000000000000e+03,0.0000%,95.58,69.07,1.78%,107441,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_only_xs__seed8069.out,Optimal solution found,1.000000000000e+03,0.0000%,6.35,5.77,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed6259.out,Optimal solution found,1.000000000000e+03,0.0000%,942.07,519.98,33.3%,957148,26
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed5334.out,,,0.4975%,1848.07,834.51,33.3%,1594840,6
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_y__seed2164.out,Optimal solution found,1.000000000000e+03,0.0000%,667.69,343.95,33.3%,1637409,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_ys__seed7737.out,Optimal solution found,1.000000000000e+03,0.0000%,13.35,10.33,0.00%,74101,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_only_x__seed2828.out,Optimal solution found,1.000000000000e+03,0.0000%,883.41,418.00,33.3%,185636,7
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_linear_y__seed1658.out,Optimal solution found,1.000000000000e+03,0.0000%,150.61,91.74,1.49%,124121,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_ys__seed1552.out,Optimal solution found,1.000000000000e+03,0.0000%,6.38,5.72,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed9228.out,Optimal solution found,1.000000000000e+03,0.0000%,1189.87,628.68,30.9%,371062,27
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_y__seed1160.out,Optimal solution found,1.000000000000e+03,0.0000%,14.45,10.47,0.00%,94830,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_separate__seed9446.out,Optimal solution found,1.000000000000e+03,0.0000%,7.64,6.15,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_linear_y__seed5947.out,Optimal solution found,1.000000000000e+03,0.0000%,192.06,101.11,1.00%,139281,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_y__seed6986.out,Optimal solution found,1.000000000000e+03,0.0000%,192.24,109.93,0.51%,120250,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_x__seed7906.out,Optimal solution found,1.000000000000e+03,0.0000%,109.18,68.45,7.07%,103243,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_only_xs__seed2779.out,Optimal solution found,1.000000000000e+03,0.0000%,6.36,5.74,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_separate__seed7979.out,Optimal solution found,1.000000000000e+03,0.0000%,239.39,127.25,0.21%,106724,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_mixed__seed1920.out,Optimal solution found,1.000000000000e+03,0.0000%,6.59,6.22,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_linear_x__seed7164.out,Optimal solution found,1.000000000000e+03,0.0000%,135.65,74.85,0.31%,158913,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_separate__seed3638.out,Optimal solution found,1.000000000000e+03,0.0000%,9.43,7.03,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_x__seed8041.out,Optimal solution found,1.000000000000e+03,0.0000%,1683.39,1082.36,33.3%,257318,12
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_x__seed5478.out,Optimal solution found,1.000000000000e+03,0.0000%,216.20,123.02,8.43%,159784,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_separate__seed4900.out,Optimal solution found,1.000000000000e+03,0.0000%,345.44,190.77,2.73%,31694,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_x__seed8409.out,Optimal solution found,1.000000000000e+03,0.0000%,110.57,53.80,0.41%,99885,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_only_ys__seed2054.out,,1.000000000000e+03,0.0000%,1812.44,881.05,2.92%,841586,1358
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed3478.out,Optimal solution found,1.000000000000e+03,0.0000%,928.17,519.89,33.3%,3148669,1102
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_linear_y__seed2600.out,Optimal solution found,1.000000000000e+03,0.0000%,182.53,94.76,0.31%,129505,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_separate__seed5444.out,Optimal solution found,1.000000000000e+03,0.0000%,7.64,6.15,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed6188.out,Optimal solution found,1.000000000000e+03,0.0000%,859.25,399.26,33.1%,155696,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed5940.out,Optimal solution found,1.000000000000e+03,0.0000%,1264.16,636.15,33.2%,1381273,277
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_y__seed3976.out,Optimal solution found,1.000000000000e+03,0.0000%,226.06,131.74,0.21%,27439,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_mixed__seed1398.out,Optimal solution found,1.000000000000e+03,0.0000%,6.88,6.18,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_xs__seed6980.out,Optimal solution found,1.000000000000e+03,0.0000%,6.57,6.02,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_only_y__seed8475.out,Optimal solution found,1.000000000000e+03,0.0000%,1675.67,792.69,31.3%,1937408,2695
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_x__seed5531.out,Optimal solution found,1.000000000000e+03,0.0000%,140.76,88.78,7.50%,128093,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_y__seed7047.out,Optimal solution found,1.000000000000e+03,0.0000%,209.50,105.90,0.51%,129316,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_separate__seed5570.out,Optimal solution found,1.000000000000e+03,0.0000%,342.14,187.41,1.10%,120977,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed6130.out,Optimal solution found,1.000000000000e+03,0.0000%,1074.85,613.91,31.5%,968334,25
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed4074.out,Optimal solution found,1.000000000000e+03,0.0000%,806.61,456.54,33.4%,404664,26
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed7951.out,Optimal solution found,1.000000000000e+03,0.0000%,1299.71,654.99,33.2%,1639525,831
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_linear_y__seed6518.out,Optimal solution found,1.000000000000e+03,0.0000%,175.82,110.90,0.90%,147461,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_separate__seed8940.out,Optimal solution found,1.000000000000e+03,0.0000%,7.64,6.12,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_separate__seed2158.out,Optimal solution found,1.000000000000e+03,0.0000%,214.04,118.66,0.90%,106461,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_only_xs__seed7642.out,Optimal solution found,1.000000000000e+03,0.0000%,16.13,10.91,0.00%,78401,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_x__seed7183.out,,,0.0999%,2029.27,1292.82,33.3%,205528,17
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_separate__seed5570.out,Optimal solution found,1.000000000000e+03,0.0000%,19.35,13.14,0.00%,126093,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_separate__seed8295.out,Optimal solution found,1.000000000000e+03,0.0000%,6.35,5.77,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_separate__seed7320.out,Optimal solution found,1.000000000000e+03,0.0000%,83.02,56.49,0.11%,104005,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed7660.out,Optimal solution found,1.000000000000e+03,0.0000%,1286.35,828.48,33.3%,1390176,23
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_separate__seed9494.out,Optimal solution found,1.000000000000e+03,0.0000%,15.22,10.29,0.00%,88280,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_ys__seed1560.out,Optimal solution found,1.000000000000e+03,0.0000%,5.29,5.40,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_x__seed1860.out,Optimal solution found,1.000000000000e+03,0.0000%,1036.21,513.82,33.3%,564903,27
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_ys__seed1348.out,Optimal solution found,1.000000000000e+03,0.0000%,6.59,6.21,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_only_y__seed7009.out,Optimal solution found,1.000000000000e+03,0.0000%,423.73,203.42,32.9%,1854717,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_linear_x__seed8892.out,Optimal solution found,1.000000000000e+03,0.0000%,6.38,5.86,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_x_and_y__seed5466.out,Optimal solution found,1.000000000000e+03,0.0000%,1067.94,587.42,33.2%,1585318,125
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_separate__seed6454.out,Optimal solution found,1.000000000000e+03,0.0000%,7.62,6.24,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_mixed__seed4060.out,Optimal solution found,1.000000000000e+03,0.0000%,8.03,6.67,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_x__seed6673.out,,,0.4975%,1800.03,821.81,33.3%,2272282,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_y__seed1153.out,Optimal solution found,1.000000000000e+03,0.0000%,15.24,10.47,0.00%,92873,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_only_x__seed8731.out,Optimal solution found,1.000000000000e+03,0.0000%,861.03,420.45,33.3%,151237,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_mixed__seed4373.out,Optimal solution found,1.000000000000e+03,0.0000%,7.74,6.23,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_x_and_y__seed7008.out,Optimal solution found,1.000000000000e+03,0.0000%,1348.33,699.62,30.9%,6068114,1062
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_y__seed2407.out,Optimal solution found,1.000000000000e+03,0.0000%,1395.40,674.86,31.7%,435421,24
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_xs__seed4580.out,Optimal solution found,1.000000000000e+03,0.0000%,7.54,6.10,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_x__seed8423.out,Optimal solution found,1.000000000000e+03,0.0000%,119.43,78.79,6.37%,131155,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_x__seed9491.out,Optimal solution found,1.000000000000e+03,0.0000%,100.78,56.77,0.31%,158177,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_y__seed2464.out,Optimal solution found,1.000000000000e+03,0.0000%,8.78,6.90,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_linear_x__seed9620.out,Optimal solution found,1.000000000000e+03,0.0000%,6.38,5.82,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_only_y__seed9376.out,Optimal solution found,1.000000000000e+03,0.0000%,1643.67,956.11,33.2%,2007739,28
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_mixed__seed1989.out,Optimal solution found,1.000000000000e+03,0.0000%,7.55,6.10,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_only_xs__seed6156.out,Optimal solution found,1.000000000000e+03,0.0000%,7.54,6.15,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_separate__seed7953.out,Optimal solution found,1.000000000000e+03,0.0000%,6.36,5.79,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_only_x__seed3535.out,Optimal solution found,1.000000000000e+03,0.0000%,813.81,460.75,33.3%,551247,46
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_x__seed6600.out,Optimal solution found,1.000000000000e+03,0.0000%,210.05,111.37,0.41%,113622,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_xs__seed8752.out,Optimal solution found,1.000000000000e+03,0.0000%,7.72,6.38,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_mixed__seed4727.out,Optimal solution found,1.000000000000e+03,0.0000%,13.87,10.00,0.00%,83348,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_few_perms_pure_linear_x_and_y__seed4543.out,,,0.1996%,1812.23,821.39,33.3%,1371704,3
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_y__seed9487.out,Optimal solution found,1.000000000000e+03,0.0000%,15.20,10.41,0.00%,75173,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_x__seed2670.out,Optimal solution found,1.000000000000e+03,0.0000%,159.75,93.98,0.31%,132281,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_linear_x__seed6619.out,Optimal solution found,1.000000000000e+03,0.0000%,218.42,120.35,6.55%,135273,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_y__seed9878.out,Optimal solution found,1.000000000000e+03,0.0000%,215.85,108.92,0.41%,110546,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_mixed__seed4860.out,Optimal solution found,1.000000000000e+03,0.0000%,12.74,8.69,0.00%,76390,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_separate__seed9412.out,Optimal solution found,1.000000000000e+03,0.0000%,6.36,5.80,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_only_ys__seed8869.out,Optimal solution found,1.000000000000e+03,0.0000%,5.29,5.50,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_ys__seed1038.out,Optimal solution found,1.000000000000e+03,0.0000%,164.30,100.64,0.41%,108111,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_separate__seed6674.out,Optimal solution found,1.000000000000e+03,0.0000%,12.97,8.65,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_mixed__seed1094.out,Optimal solution found,1.000000000000e+03,0.0000%,6.37,5.80,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_pure_linear_x_and_y__seed2215.out,Optimal solution found,1.000000000000e+03,0.0000%,959.81,455.29,33.1%,1745135,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__few_vars_many_perms_linear_x__seed9537.out,Optimal solution found,1.000000000000e+03,0.0000%,92.56,52.16,0.21%,97290,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_separate__seed8405.out,Optimal solution found,1.000000000000e+03,0.0000%,7.73,6.42,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_only_ys__seed5666.out,Optimal solution found,1.000000000000e+03,0.0000%,6.65,6.19,0.00%,0,1
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_only_x__seed5627.out,Optimal solution found,1.000000000000e+03,0.0000%,1004.71,526.25,33.4%,231281,18
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__many_vars_few_perms_pure_linear_only_x__seed2821.out,Optimal solution found,1.000000000000e+03,0.0000%,901.45,492.82,33.3%,563733,26
hardness_halfcap_sorted_n2000_B100_classes3_seed2042__thousand_vars_few_perms_pure_linear_only_x__seed1270.out,Optimal solution found,1.000000000000e+03,0.0000%,1242.24,647.91,33.3%,516337,24
